0	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000
1	0.544640	0.591763	0.612859	0.623726	0.628135	0.631357	0.631487	0.631400	0.630328	0.629430	0.976266
2	0.322969	0.366718	0.391691	0.406495	0.413325	0.417731	0.421474	0.421107	0.423928	0.421930	0.966071
3	0.209618	0.248696	0.273957	0.289571	0.295081	0.300691	0.301219	0.303951	0.308539	0.303733	0.956471
4	0.136589	0.173038	0.194260	0.209593	0.216052	0.220637	0.221631	0.224605	0.228597	0.222971	0.947019
5	0.091850	0.122018	0.138891	0.151212	0.157209	0.161469	0.163316	0.167172	0.169596	0.164441	0.937866
6	0.064127	0.091289	0.105639	0.115301	0.119869	0.123413	0.122693	0.127940	0.127915	0.124829	0.928025
7	0.051900	0.076392	0.086311	0.093833	0.096379	0.097349	0.097950	0.100447	0.100596	0.098509	0.918280
8	0.041370	0.060563	0.070703	0.075996	0.078031	0.079101	0.079347	0.079199	0.080506	0.080450	0.909040
9	0.037891	0.054287	0.061301	0.064142	0.068352	0.070748	0.070278	0.071377	0.071818	0.073083	0.900007
10	0.014254	0.025158	0.032799	0.035062	0.038667	0.041668	0.043451	0.044251	0.043572	0.045610	0.891634
11	0.007135	0.010637	0.014321	0.016648	0.017717	0.021096	0.021492	0.022101	0.023671	0.026060	0.882248
12	-0.011355	-0.012879	-0.013005	-0.012427	-0.010452	-0.008122	-0.008160	-0.006846	-0.006398	-0.005338	0.873350
13	-0.050978	-0.046034	-0.044932	-0.044283	-0.042100	-0.040182	-0.040278	-0.039835	-0.038250	-0.038595	0.862868
14	-0.050830	-0.043280	-0.042880	-0.043697	-0.043246	-0.039100	-0.040486	-0.040565	-0.039524	-0.040287	0.853118
15	-0.030258	-0.031907	-0.035490	-0.036558	-0.037814	-0.038067	-0.041228	-0.038248	-0.038943	-0.037225	0.842945
16	-0.028257	-0.028545	-0.033245	-0.034956	-0.035313	-0.036324	-0.036127	-0.035567	-0.037585	-0.034489	0.834401
17	-0.038658	-0.042289	-0.046649	-0.050515	-0.051561	-0.053463	-0.053109	-0.053604	-0.057301	-0.055159	0.825058
18	-0.036256	-0.045633	-0.049240	-0.052241	-0.056312	-0.058231	-0.059290	-0.059592	-0.060806	-0.060075	0.816349
19	-0.032215	-0.038505	-0.042012	-0.041463	-0.043493	-0.047346	-0.047680	-0.046727	-0.048560	-0.046251	0.807135
20	-0.024564	-0.030803	-0.033214	-0.032517	-0.035908	-0.039731	-0.041467	-0.040086	-0.038772	-0.037901	0.797665
21	-0.019732	-0.021241	-0.023122	-0.023066	-0.026239	-0.029931	-0.031006	-0.028553	-0.027593	-0.026810	0.788823
