1	0.837191	0.556520	0.305266	0.138985	0.039931	0.021219	0.007523	0.011574	-0.001254	0.000965	0.012924
2	0.835455	0.557677	0.315972	0.155382	0.063465	0.021605	0.008391	0.006269	0.003376	0.000096	0.013503
3	0.832369	0.546875	0.315586	0.164159	0.073206	0.025752	0.009066	0.014468	0.004437	0.006752	0.010417
4	0.833430	0.550540	0.311053	0.152874	0.057292	0.018036	0.007716	0.007041	0.009549	0.006655	0.007957
5	0.836902	0.558449	0.324846	0.158758	0.068962	0.029032	0.010802	0.010706	0.002025	0.005015	0.007620
6	0.836034	0.560957	0.324556	0.168210	0.076003	0.036169	0.013792	0.003954	-0.003472	0.008198	0.007571
7	0.836998	0.553434	0.316937	0.153839	0.072049	0.021412	0.012635	0.012153	0.009452	0.008198	0.007764
8	0.834008	0.551312	0.318866	0.168692	0.088349	0.048611	0.028742	0.009934	0.005594	0.007137	0.008295
9	0.833719	0.551890	0.325328	0.185667	0.105035	0.057870	0.030961	0.022087	0.003279	0.007427	0.010610
10	0.833623	0.557581	0.324460	0.169367	0.090760	0.046103	0.021991	0.004051	0.002701	0.006944	0.012442
11	0.842882	0.564815	0.328800	0.175251	0.082079	0.033565	0.018133	0.005787	0.008198	0.003376	0.008584
12	0.840664	0.563850	0.324556	0.166184	0.079668	0.035108	0.018422	-0.005594	-0.002797	-0.001833	0.006559
13	0.842496	0.563272	0.333623	0.175251	0.086516	0.040509	0.010802	0.010610	-0.000096	-0.000772	0.006559
14	0.837867	0.563657	0.339506	0.188947	0.101948	0.056134	0.021701	0.000289	0.008488	-0.003086	0.004581
15	0.836998	0.558835	0.328029	0.170621	0.075328	0.030961	0.007041	0.005498	-0.002411	0.000579	0.004147
16	0.839024	0.562211	0.331597	0.178723	0.076196	0.032697	0.005787	0.003569	-0.002411	-0.002701	0.003713
17	0.836516	0.552083	0.314333	0.160012	0.069155	0.034240	0.013407	0.007812	-0.002797	-0.006269	0.003472
18	0.839796	0.562693	0.325039	0.153742	0.075617	0.031539	0.005112	0.007812	-0.005883	-0.000772	0.003762
19	0.837674	0.551890	0.313272	0.154707	0.076871	0.025559	0.019387	0.010224	-0.001929	0.001061	0.003569
20	0.835745	0.545621	0.292921	0.135706	0.068383	0.026235	0.013503	-0.001929	-0.012924	0.001640	0.006366
21	0.832562	0.545139	0.299961	0.142072	0.060764	0.025945	0.004823	0.000579	0.001254	0.005112	0.003135
22	0.834587	0.547454	0.297743	0.146026	0.070409	0.025367	0.011188	-0.010417	0.002218	0.001543	0.004871
23	0.837963	0.557292	0.314718	0.150463	0.065779	0.017940	0.009838	0.006076	0.001157	-0.000289	-0.000723
24	0.837288	0.551215	0.305845	0.153453	0.072338	0.024498	0.003858	0.004244	0.009645	0.005015	-0.002411
25	0.834973	0.548322	0.306424	0.147087	0.066069	0.015143	0.009356	-0.004630	0.006462	0.002122	-0.001157
26	0.832465	0.546971	0.310957	0.157697	0.066454	0.023148	0.005208	0.002122	-0.000579	0.010320	0.000434
27	0.829958	0.539448	0.295042	0.152103	0.066165	0.028260	0.007909	-0.003665	0.004244	0.000289	-0.002701
28	0.833333	0.542728	0.301215	0.142361	0.053723	0.022955	0.011092	0.008391	-0.000289	-0.005691	-0.002652
29	0.834780	0.546875	0.305556	0.151138	0.055073	0.020833	0.009838	0.014660	0.003279	0.007427	-0.002459
30	0.833237	0.538773	0.288291	0.135899	0.061150	0.020255	0.012539	0.005594	0.008295	-0.001736	0.000868
31	0.835938	0.545042	0.302566	0.145833	0.051119	0.021219	0.006944	-0.002122	0.004244	-0.002218	-0.005257
32	0.832369	0.541281	0.295910	0.130980	0.042728	0.007427	-0.003665	0.010995	0.009259	-0.006559	-0.000530
33	0.833430	0.544174	0.292824	0.128569	0.041860	0.016397	0.007137	0.011478	-0.000289	-0.008005	0.000145
34	0.827450	0.528260	0.279225	0.125096	0.044174	0.020255	0.002990	0.005401	0.000579	-0.000965	-0.003569
35	0.830247	0.537037	0.299479	0.154128	0.064525	0.031636	0.005691	0.002411	-0.003858	0.003665	0.000434
36	0.830150	0.531443	0.285783	0.131944	0.047840	0.003279	-0.003858	0.005691	-0.000772	0.005015	-0.000482
37	0.832658	0.536169	0.277681	0.129630	0.036651	0.005305	0.000000	-0.006752	0.001736	0.000482	-0.001206
38	0.830729	0.533083	0.285687	0.136188	0.054205	0.016493	-0.001061	0.003665	-0.000579	-0.001833	-0.005546
39	0.829186	0.526717	0.284819	0.143711	0.054495	0.018615	0.004823	-0.007620	-0.005015	-0.010802	-0.004630
40	0.831115	0.529610	0.284144	0.134163	0.055073	0.002122	0.001447	0.003954	-0.009645	0.003665	-0.002749
41	0.829861	0.535204	0.291088	0.138214	0.056231	0.019001	0.001929	0.010031	-0.002604	-0.003665	-0.008873
42	0.828607	0.532697	0.289641	0.128569	0.042245	0.010706	0.004630	0.003183	-0.003376	0.001447	-0.009356
43	0.834877	0.543113	0.294367	0.123457	0.045525	0.018808	0.000965	-0.002990	-0.000579	-0.000096	-0.011863
44	0.830054	0.530768	0.283179	0.122589	0.039159	0.009066	-0.005787	-0.011863	-0.007716	-0.006848	-0.011285
45	0.828607	0.532022	0.286748	0.127025	0.039062	0.001254	-0.002122	-0.004533	0.002218	-0.011478	-0.007330
46	0.829090	0.522955	0.276427	0.129244	0.056424	0.011863	0.000386	0.004919	-0.004823	0.003472	-0.004051
47	0.825810	0.525077	0.273630	0.127701	0.046586	0.009356	-0.001157	0.004726	0.003858	-0.000675	-0.004292
48	0.824074	0.516975	0.259742	0.116416	0.045814	0.010320	0.003665	-0.001833	-0.007330	0.007523	-0.007089
49	0.822434	0.506076	0.250868	0.099151	0.037326	0.014178	-0.008198	0.001833	0.005787	-0.004051	-0.010224
50	0.820505	0.512828	0.263792	0.104070	0.026910	0.002797	-0.009163	-0.000193	-0.008488	-0.004919	-0.010224
51	0.821373	0.511574	0.264082	0.117188	0.038098	0.007812	-0.000868	0.001543	-0.000579	0.006848	-0.008488
52	0.825424	0.515336	0.264564	0.115066	0.042245	0.026042	0.003762	0.003954	0.005883	-0.000965	-0.005401
53	0.825907	0.520930	0.269194	0.111883	0.041474	0.011092	0.002508	-0.001833	0.008198	-0.005401	-0.009838
54	0.835841	0.545814	0.288773	0.122492	0.043692	0.018808	0.010513	-0.001833	0.002411	0.003376	-0.004871
55	0.834780	0.535012	0.276524	0.115355	0.035976	0.009742	0.007041	0.014082	0.001833	-0.005112	-0.009742
56	0.834298	0.535397	0.285301	0.128086	0.052855	0.007427	0.005401	0.002315	0.007909	0.002797	-0.012828
57	0.835455	0.542245	0.289255	0.139660	0.066454	0.035012	0.012153	0.009452	-0.002894	0.002508	-0.014419
58	0.832079	0.533179	0.273245	0.127025	0.047261	0.024402	0.019676	0.009259	-0.001736	-0.007137	-0.011960
59	0.826968	0.521316	0.264564	0.101755	0.030671	0.005112	0.002604	0.001736	0.009934	0.010224	-0.010176
