50000	0.83071914	0.00003244	0.53473456	0.00008331	0.28938846	0.00010412	0.13505578	0.00009257	0.05479773	0.00006796	0.01943470	0.00004631	0.00602021	0.00003368	0.00162920	0.00002812	0.00036775	0.00002561	0.00006271	0.00002440	-0.00001085	0.00002201
50000	0.83078206	0.00003256	0.53487314	0.00008338	0.28951038	0.00010423	0.13514265	0.00009237	0.05483610	0.00006768	0.01941993	0.00004605	0.00606407	0.00003375	0.00166746	0.00002824	0.00041700	0.00002571	0.00008521	0.00002439	0.00000315	0.00002188
50000	0.83066569	0.00003234	0.53453000	0.00008298	0.28909566	0.00010362	0.13479380	0.00009197	0.05467998	0.00006736	0.01931043	0.00004593	0.00595601	0.00003362	0.00164834	0.00002811	0.00037360	0.00002564	0.00011526	0.00002441	0.00000584	0.00002192
50000	0.83076537	0.00003253	0.53484683	0.00008340	0.28947976	0.00010420	0.13510739	0.00009278	0.05484063	0.00006788	0.01942792	0.00004631	0.00603009	0.00003370	0.00162167	0.00002827	0.00038554	0.00002589	0.00007878	0.00002435	-0.00001675	0.00002196
50000	0.83071799	0.00003272	0.53471149	0.00008401	0.28930821	0.00010508	0.13493471	0.00009349	0.05472232	0.00006843	0.01937599	0.00004641	0.00603609	0.00003365	0.00161881	0.00002821	0.00040382	0.00002571	0.00011008	0.00002439	-0.00000511	0.00002192
50000	0.83075362	0.00003260	0.53477336	0.00008379	0.28941196	0.00010451	0.13511075	0.00009286	0.05483822	0.00006796	0.01939677	0.00004619	0.00597987	0.00003388	0.00165844	0.00002826	0.00036640	0.00002576	0.00007409	0.00002430	-0.00000359	0.00002206
50000	0.83077666	0.00003259	0.53486203	0.00008357	0.28954645	0.00010432	0.13518269	0.00009278	0.05485643	0.00006785	0.01942681	0.00004644	0.00603927	0.00003392	0.00164880	0.00002817	0.00035109	0.00002570	0.00002738	0.00002434	0.00000439	0.00002190
50000	0.83067742	0.00003268	0.53460588	0.00008387	0.28916668	0.00010467	0.13483367	0.00009295	0.05464791	0.00006801	0.01936351	0.00004627	0.00601713	0.00003367	0.00169426	0.00002832	0.00042501	0.00002559	0.00006123	0.00002435	0.00002079	0.00002191
50000	0.83073615	0.00003261	0.53472550	0.00008364	0.28930667	0.00010456	0.13498745	0.00009267	0.05474628	0.00006764	0.01937405	0.00004590	0.00597702	0.00003355	0.00157486	0.00002814	0.00038270	0.00002556	0.00007810	0.00002427	0.00000062	0.00002194
50000	0.83071917	0.00003262	0.53470847	0.00008371	0.28927719	0.00010444	0.13492406	0.00009288	0.05469422	0.00006787	0.01930566	0.00004646	0.00594314	0.00003370	0.00164500	0.00002811	0.00040454	0.00002562	0.00013553	0.00002427	-0.00000036	0.00002190
50000	0.83068409	0.00003249	0.53457976	0.00008331	0.28914482	0.00010410	0.13480051	0.00009274	0.05461869	0.00006791	0.01925943	0.00004619	0.00592162	0.00003378	0.00159799	0.00002820	0.00040537	0.00002558	0.00012741	0.00002440	-0.00001305	0.00002202
50000	0.83072967	0.00003245	0.53471638	0.00008341	0.28932779	0.00010417	0.13504777	0.00009250	0.05481386	0.00006787	0.01941004	0.00004631	0.00601303	0.00003366	0.00161201	0.00002817	0.00039065	0.00002571	0.00007760	0.00002451	0.00000747	0.00002199
50000	0.83080935	0.00003280	0.53494698	0.00008415	0.28959611	0.00010501	0.13514733	0.00009325	0.05487402	0.00006819	0.01941901	0.00004644	0.00600346	0.00003376	0.00165929	0.00002825	0.00038132	0.00002573	0.00010174	0.00002425	0.00003746	0.00002181
50000	0.83071184	0.00003247	0.53467241	0.00008349	0.28928124	0.00010443	0.13489944	0.00009273	0.05469068	0.00006765	0.01934092	0.00004604	0.00596098	0.00003373	0.00159569	0.00002804	0.00037498	0.00002566	0.00007652	0.00002448	0.00001592	0.00002193
50000	0.83073708	0.00003258	0.53478860	0.00008343	0.28942997	0.00010417	0.13503061	0.00009252	0.05477651	0.00006774	0.01939198	0.00004618	0.00593917	0.00003385	0.00162331	0.00002813	0.00045410	0.00002588	0.00009663	0.00002443	0.00003871	0.00002194
50000	0.83072167	0.00003254	0.53471566	0.00008344	0.28933874	0.00010415	0.13496894	0.00009238	0.05470405	0.00006764	0.01933430	0.00004609	0.00599371	0.00003361	0.00158530	0.00002823	0.00036297	0.00002581	0.00006632	0.00002449	-0.00000782	0.00002204
50000	0.83076044	0.00003255	0.53482995	0.00008356	0.28950069	0.00010451	0.13515417	0.00009304	0.05484068	0.00006804	0.01938582	0.00004620	0.00599888	0.00003378	0.00163829	0.00002823	0.00041772	0.00002563	0.00014474	0.00002456	-0.00001601	0.00002198
50000	0.83079614	0.00003258	0.53486952	0.00008375	0.28947105	0.00010493	0.13511651	0.00009338	0.05487869	0.00006835	0.01949346	0.00004656	0.00607391	0.00003403	0.00166613	0.00002830	0.00042025	0.00002569	0.00009401	0.00002443	-0.00001589	0.00002196
50000	0.83069653	0.00003276	0.53464721	0.00008402	0.28925258	0.00010491	0.13490543	0.00009314	0.05473080	0.00006796	0.01935075	0.00004629	0.00595861	0.00003392	0.00161035	0.00002833	0.00038056	0.00002570	0.00005322	0.00002431	0.00000748	0.00002187
50000	0.83068185	0.00003267	0.53461892	0.00008391	0.28916060	0.00010490	0.13484357	0.00009346	0.05468164	0.00006814	0.01927014	0.00004633	0.00589942	0.00003385	0.00162105	0.00002813	0.00040310	0.00002582	0.00006547	0.00002449	0.00002275	0.00002190
50000	0.83074392	0.00003252	0.53476642	0.00008338	0.28940333	0.00010408	0.13505392	0.00009262	0.05481050	0.00006790	0.01935219	0.00004636	0.00596153	0.00003393	0.00164030	0.00002820	0.00036810	0.00002562	0.00000657	0.00002441	0.00001313	0.00002198
50000	0.83069503	0.00003236	0.53464616	0.00008314	0.28920040	0.00010390	0.13490680	0.00009230	0.05473307	0.00006749	0.01936305	0.00004600	0.00595344	0.00003360	0.00160833	0.00002815	0.00036596	0.00002573	0.00007994	0.00002456	-0.00002025	0.00002202
50000	0.83072471	0.00003254	0.53468967	0.00008362	0.28927364	0.00010439	0.13494648	0.00009269	0.05474187	0.00006786	0.01939222	0.00004614	0.00599833	0.00003372	0.00165933	0.00002818	0.00035312	0.00002564	0.00004812	0.00002442	-0.00001284	0.00002191
50000	0.83065645	0.00003266	0.53452394	0.00008376	0.28909795	0.00010478	0.13474690	0.00009328	0.05462295	0.00006849	0.01933747	0.00004664	0.00600278	0.00003382	0.00164656	0.00002820	0.00041129	0.00002570	0.00011016	0.00002439	0.00001612	0.00002181
50000	0.83068055	0.00003261	0.53456657	0.00008353	0.28912789	0.00010429	0.13481106	0.00009272	0.05461558	0.00006779	0.01930544	0.00004604	0.00596043	0.00003376	0.00167763	0.00002813	0.00042701	0.00002561	0.00006765	0.00002435	0.00000009	0.00002199
50000	0.83074153	0.00003253	0.53476679	0.00008356	0.28933975	0.00010439	0.13493934	0.00009281	0.05473803	0.00006785	0.01936302	0.00004614	0.00601289	0.00003366	0.00170869	0.00002816	0.00037440	0.00002579	0.00007978	0.00002434	0.00001137	0.00002205
