105	0.832755	0.540702	0.296682	0.134549	0.052566	0.013021	-0.001157	-0.002894	-0.011092	-0.003376	0.000145
210	0.846065	0.572242	0.339313	0.179784	0.097222	0.048708	0.012924	0.000965	0.000289	0.003086	-0.009452
315	0.835841	0.546393	0.294657	0.132620	0.054012	0.015818	0.000579	-0.007812	-0.001640	0.002411	0.007089
420	0.830247	0.533083	0.276620	0.103395	0.035012	0.003086	0.004823	0.001157	0.001543	-0.001543	-0.001977
525	0.837191	0.546875	0.296875	0.141782	0.058546	0.027778	0.012539	0.005015	0.002218	-0.008295	0.000048
630	0.835069	0.546103	0.300058	0.150463	0.054977	0.012924	0.007137	0.001254	-0.001833	0.001254	0.002797
735	0.827353	0.533661	0.298611	0.145448	0.063657	0.031346	0.008005	-0.002701	-0.001447	0.000772	0.004340
840	0.830633	0.532118	0.288387	0.136767	0.047164	0.025367	0.013021	0.009549	0.015143	0.008198	-0.003520
945	0.838831	0.553337	0.298032	0.122396	0.045718	0.015143	0.006559	0.002315	0.003858	0.004630	0.003569
1050	0.839024	0.547164	0.301022	0.147666	0.055073	0.020833	0.009645	-0.001447	0.003954	0.007330	0.000723
1155	0.837191	0.552180	0.308449	0.157022	0.065683	0.012731	0.002894	0.003762	-0.003086	-0.000675	0.000193
1260	0.829668	0.535494	0.288194	0.138985	0.074074	0.020737	0.001640	-0.001254	-0.013214	0.001929	0.000482
1365	0.837384	0.557485	0.327064	0.174093	0.078607	0.025945	0.013310	0.012249	0.008198	0.007909	-0.001929
1470	0.828800	0.523341	0.267458	0.112076	0.025559	0.010127	0.008005	0.007041	0.003472	-0.007427	0.000241
1575	0.839892	0.555363	0.313754	0.159722	0.073785	0.028935	0.010802	0.004051	0.006076	0.001929	0.004678
1680	0.831211	0.533179	0.278839	0.132330	0.070216	0.023148	0.000675	-0.002894	0.005112	-0.003376	0.007909
1785	0.842689	0.554591	0.315008	0.160687	0.064429	0.031829	0.006944	0.008391	0.007234	-0.007812	0.002074
1890	0.819348	0.503183	0.253858	0.095775	0.031154	0.002894	0.006462	0.003762	0.004630	-0.003762	0.009066
1995	0.833526	0.540027	0.287230	0.124228	0.045235	0.026235	0.012153	0.001254	0.003762	0.002411	0.001929
2100	0.833623	0.545621	0.312982	0.156732	0.063754	0.026524	-0.003954	-0.003183	-0.006944	-0.007041	-0.008343
2205	0.835552	0.532890	0.267554	0.099055	0.013503	0.001447	0.003762	0.003279	-0.004340	0.003279	0.001833
2310	0.826292	0.517940	0.268133	0.113715	0.047550	0.024595	0.016493	0.005691	-0.006848	-0.006944	-0.001688
2415	0.821759	0.512056	0.261188	0.111111	0.031250	0.009742	0.007234	0.005980	0.004147	0.000096	-0.002411
2520	0.827739	0.534240	0.293692	0.120563	0.036458	0.007620	-0.000868	-0.009066	0.008198	0.002122	0.002604
2625	0.826292	0.522087	0.273148	0.129726	0.065683	0.026813	0.005112	-0.006752	0.004051	0.003858	-0.002267
2730	0.834298	0.542438	0.300058	0.145544	0.061535	0.025849	0.003762	0.004437	0.000386	-0.004726	0.001929
2835	0.828800	0.524498	0.281057	0.110532	0.042631	0.010127	0.004340	0.002218	-0.005594	0.003376	0.001784
2940	0.829090	0.523630	0.273823	0.122010	0.043789	0.014950	0.002604	0.008198	0.000965	-0.005787	-0.003810
3045	0.837384	0.554398	0.327064	0.160108	0.058931	0.021508	0.007330	-0.002797	-0.006559	0.006462	0.004389
3150	0.823785	0.521798	0.274788	0.137635	0.057485	0.031250	0.018229	0.009452	0.002604	-0.005691	-0.011526
3255	0.836130	0.547454	0.306617	0.149498	0.079090	0.035687	0.021991	0.004919	0.008005	-0.004244	0.004051
3360	0.833623	0.539062	0.285397	0.133777	0.049383	0.017265	0.010706	0.008102	-0.006944	-0.013889	-0.000338
3465	0.832369	0.538870	0.295621	0.135031	0.053819	0.012153	0.002894	-0.005883	0.007234	0.005594	0.012249
3570	0.833912	0.555845	0.314815	0.159433	0.062404	0.020833	0.013696	0.014371	-0.000772	-0.011285	-0.004292
3675	0.818383	0.501157	0.255305	0.114198	0.036073	0.010513	0.011285	0.005305	-0.007137	-0.002122	0.003520
3780	0.824171	0.524595	0.286458	0.143133	0.068383	0.029900	0.018133	0.012056	0.010802	0.003376	0.001109
3885	0.839217	0.544850	0.298418	0.137442	0.062982	0.012731	-0.004533	-0.002797	-0.004340	-0.000482	-0.002411
3990	0.833140	0.538387	0.302951	0.145640	0.059703	0.029610	0.007234	0.005305	0.001929	-0.004147	-0.005835
4095	0.815586	0.498939	0.257427	0.104263	0.029610	0.005498	0.001833	-0.004244	0.005498	0.009742	-0.001640
4200	0.840278	0.548225	0.298418	0.141782	0.062114	0.032118	0.006848	-0.002025	0.003376	0.002508	0.004774
4305	0.823399	0.520351	0.284529	0.129630	0.048418	0.012924	0.002218	0.003279	-0.000965	-0.009163	0.002990
4410	0.827546	0.535494	0.301215	0.149884	0.072917	0.032986	0.008102	-0.001350	-0.003183	-0.007234	0.004823
4515	0.826678	0.513792	0.274884	0.132620	0.046586	0.024306	0.010610	0.004340	-0.005594	0.002411	-0.009838
4620	0.837963	0.540992	0.290123	0.127315	0.038002	0.013889	0.000096	-0.001736	0.004437	-0.002701	0.006607
4725	0.832658	0.542921	0.294657	0.135802	0.047357	0.014275	0.000482	-0.005883	0.002508	-0.003954	0.003810
4830	0.834394	0.539641	0.288773	0.130691	0.051505	0.012731	-0.005980	-0.003183	0.001929	-0.009838	0.004196
4935	0.821952	0.518615	0.272859	0.121335	0.046393	0.022377	-0.009163	-0.008970	-0.000579	-0.004630	0.000482
5040	0.843943	0.575328	0.351852	0.194541	0.102045	0.054784	0.015336	0.000868	-0.009356	-0.016300	0.002170
5145	0.829861	0.525463	0.270158	0.118634	0.044271	0.012924	0.000386	-0.006366	-0.004437	0.004244	-0.004871
5250	0.821373	0.510802	0.254726	0.102623	0.030961	0.007909	0.003954	0.002990	0.007330	0.001254	-0.001206
