# tiempo	mean_var1	std_var1	mean_var2	std_var2	mean_var3	std_var3	mean_var4	std_var4	mean_var5	std_var5	mean_var6	std_var6	mean_var7	std_var7	mean_var8	std_var8	mean_var9	std_var9	mean_var10	std_var10	mean_var11	std_var11
635	0.823225	0.002674	0.516570	0.006558	0.269715	0.006946	0.117091	0.006235	0.047203	0.003353	0.019117	0.003496	0.007600	0.003054	0.002662	0.003360	-0.001562	0.000935	0.002102	0.001957	0.000260	0.000600
636	0.825309	0.002740	0.522570	0.007511	0.277122	0.007410	0.122299	0.003343	0.041512	0.003247	0.016358	0.004161	0.006751	0.002744	0.000019	0.001376	0.002546	0.002555	0.000386	0.001087	0.001466	0.000969
637	0.830363	0.003451	0.532292	0.009508	0.289564	0.008997	0.129880	0.005175	0.052296	0.005801	0.015027	0.003576	0.010243	0.004059	0.007137	0.004064	-0.000849	0.000911	0.000328	0.001434	0.003386	0.001298
638	0.832214	0.003363	0.533835	0.008620	0.287249	0.011278	0.128530	0.008148	0.050926	0.004997	0.020910	0.001834	0.008372	0.002657	0.002681	0.001137	-0.000328	0.003650	0.000887	0.003076	0.003366	0.001197
639	0.831809	0.003125	0.536477	0.010125	0.286381	0.012242	0.132080	0.009670	0.052315	0.004922	0.019734	0.002342	0.006848	0.002582	0.001987	0.001605	0.003434	0.001532	0.000405	0.002966	0.002083	0.000940
640	0.829591	0.002805	0.531694	0.008998	0.280883	0.010261	0.125212	0.006464	0.047435	0.003511	0.016667	0.001088	0.006346	0.002992	-0.003202	0.002685	0.001755	0.001089	0.004090	0.002721	0.002190	0.000875
641	0.827855	0.001421	0.528164	0.003490	0.282812	0.004020	0.128144	0.002949	0.051562	0.003781	0.017766	0.003412	0.005343	0.001972	0.001775	0.001419	-0.001485	0.002003	0.001447	0.001948	0.002305	0.001170
642	0.829861	0.002026	0.528395	0.004931	0.275058	0.005852	0.121316	0.004455	0.046431	0.002844	0.015316	0.002308	0.000309	0.001274	0.000791	0.002401	-0.001466	0.001637	0.000559	0.003942	0.000183	0.000572
643	0.829514	0.002772	0.530729	0.007338	0.282832	0.008607	0.124132	0.006620	0.049903	0.004274	0.019097	0.002701	0.004109	0.002166	-0.001678	0.002582	-0.001833	0.001275	0.001717	0.002501	0.001244	0.001312
644	0.829167	0.002542	0.530247	0.006983	0.287770	0.008642	0.136362	0.006908	0.058449	0.004481	0.021972	0.002334	0.008738	0.002528	0.002373	0.001356	0.001929	0.003455	0.003299	0.001558	0.000000	0.001313
645	0.832272	0.002153	0.536478	0.006726	0.291551	0.009303	0.137384	0.007366	0.060050	0.004555	0.022704	0.003592	0.007195	0.002534	0.004610	0.002281	0.001639	0.001517	-0.000772	0.002410	0.000087	0.001888
646	0.830806	0.001663	0.532465	0.005669	0.288156	0.007397	0.138059	0.007395	0.062596	0.005221	0.027836	0.004625	0.008854	0.004623	-0.000830	0.001726	-0.002874	0.002262	0.001562	0.001579	-0.000202	0.001638
647	0.830305	0.002715	0.536053	0.006588	0.292246	0.010533	0.140779	0.011776	0.064873	0.008672	0.027488	0.003701	0.010320	0.002972	0.009298	0.002315	0.000617	0.001777	-0.000058	0.003995	0.000801	0.001333
648	0.831038	0.003486	0.532272	0.010470	0.284896	0.012673	0.136092	0.008745	0.056925	0.005429	0.021701	0.004559	0.010397	0.002850	0.007851	0.001573	0.000714	0.001785	-0.003279	0.001990	0.001119	0.001050
649	0.829032	0.002218	0.526717	0.006031	0.278684	0.007083	0.121470	0.006628	0.046335	0.005709	0.015316	0.002749	0.002392	0.001938	0.002373	0.001680	0.005304	0.001850	-0.000251	0.001830	0.000357	0.000726
650	0.825308	0.003296	0.522724	0.007762	0.273688	0.009670	0.121450	0.007119	0.052141	0.002571	0.018326	0.003103	0.006404	0.003043	0.001234	0.002759	-0.000830	0.002245	-0.001215	0.001486	-0.000907	0.001958
651	0.826659	0.005584	0.526235	0.012736	0.279919	0.013178	0.128472	0.011179	0.047280	0.004339	0.011998	0.004697	-0.001370	0.002622	-0.003646	0.002291	0.000926	0.001516	-0.001312	0.003018	0.000646	0.002278
652	0.825598	0.004299	0.524981	0.011148	0.279205	0.013299	0.125212	0.010999	0.045274	0.005312	0.013040	0.002509	0.004418	0.002736	-0.003395	0.001380	-0.002681	0.001718	-0.000502	0.002663	0.001254	0.001294
653	0.826196	0.005023	0.525135	0.010287	0.277064	0.011302	0.126428	0.007213	0.047454	0.004861	0.014178	0.002793	0.002951	0.004207	-0.002450	0.003968	-0.001389	0.000730	-0.001447	0.001198	0.000955	0.000923
654	0.827199	0.003671	0.527392	0.009007	0.276312	0.010902	0.123573	0.006623	0.053260	0.004662	0.020370	0.005444	0.001852	0.002861	0.000116	0.002516	0.001755	0.002752	0.000984	0.000949	-0.000203	0.001084
655	0.829977	0.004491	0.533218	0.011861	0.286073	0.014901	0.129109	0.012636	0.049730	0.008990	0.014429	0.004774	0.003009	0.004044	0.002334	0.000698	0.002276	0.002642	0.001485	0.002128	-0.000916	0.001820
656	0.833411	0.004974	0.537770	0.011129	0.291667	0.011914	0.133565	0.009982	0.053376	0.007698	0.020795	0.004578	0.006944	0.002567	0.002238	0.001348	0.002990	0.002387	0.007022	0.002644	-0.000810	0.001592
657	0.833507	0.004519	0.537693	0.011131	0.292592	0.012421	0.136343	0.009575	0.054167	0.006383	0.016667	0.004725	0.005266	0.002618	0.001910	0.003009	0.001543	0.003327	0.000540	0.001355	-0.002131	0.001017
658	0.831269	0.005309	0.533873	0.012859	0.286883	0.014725	0.131038	0.012176	0.049769	0.008982	0.019059	0.005575	0.004089	0.003322	0.001871	0.001329	-0.001196	0.001273	0.000675	0.003087	-0.002199	0.001007
659	0.827431	0.004183	0.525096	0.010157	0.276215	0.012661	0.121374	0.011770	0.047820	0.008498	0.011188	0.002816	-0.001273	0.002088	0.001042	0.003225	0.003434	0.003543	-0.001235	0.002097	-0.002942	0.001208
660	0.825965	0.003314	0.525502	0.008657	0.279109	0.007799	0.128684	0.004896	0.053955	0.005648	0.018769	0.003873	0.004186	0.003173	-0.000868	0.001822	-0.004996	0.001668	0.001755	0.001260	-0.002547	0.001219
661	0.828858	0.001378	0.529784	0.004194	0.281964	0.006318	0.125251	0.006237	0.046508	0.006068	0.015278	0.003253	0.005613	0.001929	0.001485	0.002006	-0.001794	0.003355	-0.000058	0.002518	-0.001765	0.001182
662	0.829572	0.001281	0.527797	0.003590	0.280575	0.004583	0.128858	0.004986	0.049151	0.004679	0.016686	0.003429	0.001138	0.003173	0.000559	0.000887	0.000482	0.001641	-0.003491	0.001748	-0.001476	0.001451
663	0.828569	0.000707	0.531327	0.001814	0.282485	0.003170	0.125560	0.003616	0.045370	0.004167	0.013870	0.002189	0.004784	0.001898	-0.000386	0.002045	-0.002469	0.002905	-0.001273	0.001352	-0.005314	0.000593
664	0.826215	0.000693	0.521142	0.001160	0.267554	0.002434	0.113619	0.002952	0.044058	0.004229	0.013465	0.002063	0.001003	0.000838	0.001774	0.001365	0.002161	0.001143	0.002701	0.002334	-0.003897	0.001791
665	0.827392	0.001990	0.523785	0.004400	0.267766	0.004889	0.115239	0.002616	0.045814	0.001789	0.016184	0.001259	0.004147	0.001003	-0.002508	0.001841	-0.003318	0.001965	-0.000290	0.002837	-0.003848	0.000799
666	0.825347	0.002541	0.514371	0.004632	0.263889	0.005388	0.113889	0.005128	0.039275	0.004789	0.010359	0.003659	0.000000	0.001778	-0.002855	0.002118	0.001833	0.002853	0.003202	0.002661	-0.003646	0.001209
667	0.825636	0.001389	0.520930	0.004387	0.269907	0.005200	0.115336	0.005939	0.040914	0.004835	0.014275	0.004328	0.003299	0.001252	0.002025	0.001993	-0.001601	0.002496	0.003183	0.001904	-0.000752	0.001046
668	0.826312	0.001229	0.522145	0.003554	0.272666	0.005015	0.120042	0.005150	0.042728	0.005101	0.016667	0.004744	0.004803	0.003175	-0.004688	0.001452	0.000617	0.001567	-0.000830	0.001526	-0.002604	0.001469
669	0.825656	0.002055	0.517265	0.004134	0.266840	0.004708	0.118268	0.003186	0.045216	0.002884	0.014506	0.001409	0.003164	0.000972	0.001080	0.001323	0.000386	0.001558	-0.002083	0.000851	-0.001128	0.001118
670	0.825984	0.001235	0.519271	0.003101	0.269599	0.003909	0.117091	0.003648	0.036979	0.003155	0.005073	0.001501	-0.000328	0.004463	-0.000926	0.001488	-0.000926	0.002854	0.000829	0.002067	-0.001485	0.001423
671	0.826215	0.002245	0.522261	0.003874	0.274537	0.002777	0.117342	0.002222	0.041532	0.004306	0.014699	0.002636	0.004475	0.001179	0.001775	0.002958	-0.004359	0.002728	-0.000231	0.000874	-0.002305	0.001628
672	0.825521	0.001310	0.518885	0.003998	0.269483	0.003782	0.118943	0.003746	0.045525	0.003856	0.013773	0.002607	0.002372	0.001813	0.000193	0.002375	0.001157	0.002668	0.002218	0.002524	-0.001177	0.001754
673	0.824730	0.001994	0.518441	0.004224	0.270679	0.005533	0.120641	0.005264	0.045814	0.005741	0.017072	0.004118	0.002739	0.002249	-0.002700	0.000734	0.000135	0.000933	-0.000135	0.001865	0.001341	0.001395
674	0.827334	0.001539	0.524325	0.004481	0.275019	0.005965	0.121219	0.005696	0.043769	0.003880	0.007774	0.001130	0.001273	0.002342	-0.002006	0.001382	-0.000058	0.000687	0.000096	0.001653	0.000019	0.000963
675	0.827971	0.002039	0.525617	0.004778	0.272801	0.005830	0.119348	0.005131	0.044580	0.003490	0.016300	0.001747	0.000328	0.003089	-0.001639	0.002280	-0.002739	0.002348	0.000232	0.002881	0.000395	0.000512
676	0.831887	0.002033	0.533545	0.003328	0.283179	0.004655	0.129456	0.005066	0.046759	0.005894	0.014545	0.003157	0.003588	0.002911	0.001543	0.003092	0.000193	0.003201	0.001254	0.002231	0.000733	0.001626
677	0.833218	0.001534	0.537211	0.003272	0.282620	0.002506	0.128241	0.004281	0.053241	0.004388	0.025135	0.004668	0.010398	0.002442	0.001273	0.002407	-0.002681	0.001878	-0.003472	0.003108	-0.000106	0.001282
678	0.830575	0.002138	0.534009	0.006366	0.289873	0.008502	0.136072	0.006638	0.054919	0.004328	0.018653	0.001421	0.004475	0.002309	0.002199	0.000708	0.001987	0.002012	0.004919	0.001436	0.002228	0.001473
679	0.828704	0.001480	0.527006	0.002657	0.280266	0.004634	0.130208	0.005836	0.055112	0.004895	0.019985	0.002510	0.004996	0.002121	0.003800	0.001724	-0.001717	0.001787	0.005131	0.002412	-0.000010	0.001920
680	0.829765	0.001538	0.529282	0.004021	0.283487	0.006917	0.133218	0.008046	0.054765	0.004958	0.019001	0.004580	0.003897	0.002590	-0.000617	0.003354	-0.002971	0.002474	-0.001023	0.001409	0.000145	0.001346
681	0.829977	0.002193	0.532002	0.006272	0.289255	0.009213	0.140258	0.009137	0.059780	0.008089	0.021489	0.003777	0.006173	0.004261	0.000251	0.002787	0.002276	0.001918	0.000366	0.001464	-0.000145	0.001452
682	0.828627	0.003095	0.526292	0.008962	0.283160	0.011199	0.132195	0.008369	0.049595	0.006198	0.016956	0.003441	0.006366	0.002713	0.001890	0.002622	-0.001736	0.001948	0.001505	0.000582	-0.000945	0.001502
683	0.829090	0.002751	0.528241	0.006778	0.282311	0.007760	0.129340	0.006746	0.048032	0.007931	0.013908	0.004206	0.004186	0.001804	-0.004012	0.001994	-0.001543	0.001992	-0.004263	0.001267	0.001379	0.001789
684	0.828530	0.002539	0.530922	0.007370	0.283256	0.010094	0.127797	0.009798	0.050154	0.007375	0.015567	0.002856	0.005671	0.001988	0.001505	0.001877	0.001659	0.002273	0.002758	0.001994	0.001235	0.001523
685	0.828164	0.002402	0.529784	0.005258	0.279822	0.005735	0.121952	0.005817	0.043981	0.005437	0.014660	0.003173	0.004340	0.003245	0.002006	0.001548	-0.001408	0.002599	0.000077	0.001078	0.001331	0.001370
686	0.827257	0.002153	0.528086	0.005126	0.279282	0.005207	0.123148	0.006610	0.047724	0.006784	0.018364	0.004283	0.006983	0.002003	0.001775	0.001950	-0.002373	0.002015	0.004109	0.002500	0.001032	0.001498
687	0.829996	0.002783	0.529688	0.006461	0.281327	0.007307	0.129495	0.007318	0.051679	0.002917	0.018904	0.003455	0.003935	0.002430	-0.001177	0.003153	-0.001273	0.003077	-0.000502	0.002319	-0.000637	0.001414
688	0.830671	0.001514	0.536536	0.003741	0.289911	0.004388	0.133777	0.003916	0.054437	0.003471	0.021142	0.003124	0.005208	0.002107	0.001350	0.002006	0.001331	0.001474	-0.000174	0.001626	-0.001196	0.000564
689	0.829475	0.001438	0.527431	0.003313	0.278607	0.005351	0.125636	0.006355	0.052431	0.003502	0.018943	0.003063	0.002064	0.001589	0.003607	0.001860	0.000945	0.001910	0.000656	0.001782	-0.001997	0.001545
690	0.826813	0.001565	0.525251	0.003672	0.278453	0.003602	0.127508	0.004424	0.050752	0.004378	0.021412	0.003543	0.010050	0.002209	0.003549	0.002918	0.000347	0.002383	0.000039	0.000932	-0.001495	0.001351
691	0.829437	0.003054	0.531925	0.005850	0.281501	0.006762	0.126659	0.006594	0.052141	0.004907	0.019194	0.004108	0.002874	0.002987	0.001061	0.002045	-0.000096	0.002193	0.000887	0.001860	-0.003357	0.001709
692	0.831906	0.003168	0.534009	0.008089	0.280266	0.010699	0.126987	0.009740	0.046586	0.007502	0.016551	0.004419	0.004958	0.002462	-0.000444	0.002045	0.000964	0.001685	0.001312	0.000447	-0.003019	0.002037
693	0.832658	0.003058	0.537307	0.007618	0.292322	0.009019	0.136400	0.008585	0.056173	0.007783	0.020293	0.006914	0.004996	0.003334	0.000058	0.001400	0.005189	0.002966	0.000579	0.001879	-0.002961	0.002139
694	0.829649	0.002717	0.534857	0.005880	0.289429	0.007648	0.133063	0.006035	0.049248	0.005823	0.013889	0.004507	0.002797	0.002522	0.001138	0.002565	0.002450	0.001299	-0.001910	0.001158	-0.001514	0.002157
695	0.829629	0.002080	0.534433	0.004342	0.285340	0.004016	0.129244	0.005000	0.046952	0.004504	0.013966	0.004942	0.007793	0.003296	0.000251	0.001350	0.002701	0.001222	-0.000077	0.003429	-0.000309	0.002278
696	0.826620	0.001037	0.525810	0.002411	0.278183	0.004398	0.126582	0.001804	0.042805	0.002080	0.015876	0.001366	0.004128	0.002234	0.001177	0.002146	0.000232	0.002548	0.000290	0.001703	-0.001331	0.001922
697	0.828646	0.001435	0.527392	0.003478	0.280884	0.004301	0.130845	0.005817	0.048515	0.005102	0.013985	0.003209	0.000463	0.003986	-0.004880	0.002525	-0.000540	0.001757	0.000540	0.002218	-0.001514	0.001377
698	0.829842	0.001826	0.530517	0.005607	0.281597	0.006536	0.130228	0.006005	0.050521	0.006183	0.015644	0.004769	0.003916	0.003206	0.003626	0.003382	0.000598	0.002794	-0.002276	0.001825	-0.001746	0.002099
699	0.826678	0.002237	0.524055	0.006727	0.272801	0.008325	0.116802	0.006029	0.045949	0.003328	0.016416	0.003145	0.003028	0.001902	-0.002199	0.002217	0.000463	0.001771	-0.000579	0.002477	-0.000665	0.001483
700	0.829070	0.001807	0.527759	0.004309	0.274151	0.005167	0.123148	0.005522	0.042342	0.003158	0.016802	0.001887	0.004572	0.002497	0.002180	0.000222	0.001620	0.002497	-0.005092	0.002425	-0.001476	0.002304
701	0.828781	0.002033	0.526524	0.005317	0.278125	0.005466	0.124151	0.003010	0.044406	0.005067	0.018904	0.003810	0.003241	0.002320	0.003221	0.001367	-0.000444	0.001286	-0.002026	0.001413	-0.001736	0.002164
702	0.828048	0.002010	0.527913	0.004028	0.286651	0.004887	0.132021	0.006551	0.054553	0.005021	0.022974	0.003465	0.010610	0.001956	0.003993	0.001838	0.000907	0.001596	-0.000367	0.001270	-0.001495	0.002217
703	0.831501	0.001973	0.534761	0.005574	0.287114	0.006911	0.127431	0.005206	0.052315	0.003428	0.017728	0.003174	0.012712	0.003455	0.006906	0.001414	0.003144	0.001366	-0.000193	0.002051	-0.001553	0.002355
704	0.829437	0.002705	0.531134	0.005492	0.279263	0.005957	0.126080	0.006824	0.049305	0.005503	0.014371	0.004377	0.002759	0.002439	0.001910	0.002410	-0.003530	0.000640	0.001099	0.001720	-0.002922	0.002545
705	0.828260	0.002170	0.527392	0.005705	0.275174	0.006678	0.124537	0.005389	0.049537	0.004244	0.016570	0.001055	0.002855	0.002171	-0.001389	0.002823	0.000328	0.002213	-0.003395	0.004261	-0.001659	0.002432
706	0.828376	0.001897	0.527218	0.004302	0.279823	0.005489	0.124633	0.004592	0.044078	0.003309	0.012944	0.002511	0.007118	0.002239	-0.000559	0.002330	0.002720	0.002734	0.000096	0.001902	-0.002537	0.001705
707	0.827836	0.002322	0.527913	0.006148	0.280671	0.007386	0.126119	0.006558	0.042978	0.004968	0.009780	0.001756	-0.000289	0.002590	0.000309	0.001807	-0.000270	0.002304	0.002199	0.000705	-0.002170	0.002235
708	0.829938	0.002263	0.531752	0.005025	0.289448	0.007448	0.133989	0.007631	0.056076	0.005124	0.017612	0.004663	0.006732	0.002889	-0.005517	0.002331	-0.004398	0.002846	-0.000984	0.002591	0.000280	0.001081
709	0.830883	0.001273	0.533276	0.004003	0.284626	0.007742	0.124383	0.006261	0.047936	0.004655	0.014159	0.003410	0.001659	0.002855	-0.002392	0.001424	-0.002353	0.002519	0.001177	0.002702	0.001437	0.001893
710	0.830710	0.001785	0.530980	0.005372	0.284935	0.005877	0.130305	0.003183	0.051022	0.002670	0.015162	0.001169	0.002488	0.001908	-0.004051	0.000572	-0.002006	0.002395	-0.004205	0.000947	0.000125	0.001041
711	0.828684	0.000850	0.529282	0.001264	0.282446	0.002123	0.124305	0.002210	0.049286	0.002156	0.013580	0.002897	-0.000289	0.004755	-0.001620	0.002169	-0.002450	0.002582	-0.001755	0.001192	0.002971	0.002232
712	0.828626	0.001066	0.530633	0.002274	0.282234	0.002305	0.128434	0.001729	0.049614	0.003380	0.014410	0.004090	0.005517	0.002769	0.003685	0.002910	-0.005710	0.002293	-0.002431	0.002653	0.001852	0.001842
713	0.830208	0.001615	0.530498	0.003995	0.285668	0.005311	0.131886	0.004709	0.051871	0.004871	0.016686	0.003283	0.007079	0.002407	-0.003781	0.002161	-0.003569	0.002450	-0.006308	0.002848	0.002093	0.002043
714	0.829321	0.002096	0.529822	0.003733	0.278954	0.005853	0.125058	0.005839	0.051254	0.002711	0.018306	0.002304	0.005710	0.002252	-0.002083	0.001364	-0.004610	0.001740	0.000154	0.004799	0.003424	0.002129
715	0.831482	0.003054	0.534047	0.009255	0.284954	0.011029	0.132292	0.007438	0.058295	0.005003	0.019907	0.002937	-0.000154	0.002496	0.000328	0.001556	0.002160	0.000638	0.001504	0.002285	0.002045	0.002115
716	0.829437	0.003192	0.527643	0.007531	0.277218	0.007343	0.128472	0.007671	0.050482	0.006904	0.017535	0.005268	0.007080	0.003391	0.003086	0.002015	0.003935	0.002181	0.005189	0.001733	0.002421	0.002009
717	0.829032	0.002543	0.528955	0.007141	0.281057	0.008477	0.127624	0.009614	0.050000	0.008311	0.019714	0.005594	0.005131	0.003773	0.002026	0.002589	0.001331	0.002269	-0.001698	0.002602	0.002276	0.002061
718	0.830054	0.001930	0.526640	0.006013	0.275868	0.007655	0.123187	0.008372	0.044406	0.006285	0.022377	0.002615	0.007485	0.001464	0.004572	0.002043	0.005266	0.002549	-0.004186	0.001745	0.000116	0.002467
719	0.832021	0.003368	0.532909	0.007024	0.286748	0.007368	0.130787	0.004842	0.055151	0.003401	0.014024	0.002752	0.003800	0.002982	0.004205	0.000925	0.000772	0.001920	0.005015	0.001686	0.002074	0.001604
720	0.830652	0.002864	0.535205	0.007727	0.288793	0.009729	0.131751	0.009072	0.053858	0.006512	0.019618	0.002872	0.006250	0.002563	0.005498	0.004380	0.000675	0.001322	0.000116	0.001830	0.003057	0.002571
721	0.835127	0.003084	0.544078	0.007894	0.292303	0.011163	0.133140	0.010729	0.053125	0.009930	0.018094	0.006283	0.007060	0.002478	0.003048	0.001972	0.002161	0.001697	0.002180	0.002690	0.001437	0.002701
722	0.830209	0.004309	0.532967	0.010133	0.287461	0.011487	0.133700	0.008599	0.057388	0.007527	0.023052	0.009441	0.008237	0.005038	0.003858	0.002257	0.003434	0.001079	0.000598	0.001322	0.001524	0.002645
723	0.830324	0.002986	0.534221	0.007483	0.289236	0.008530	0.129128	0.008650	0.045486	0.006199	0.017747	0.006209	0.005343	0.002707	0.001485	0.003536	-0.000945	0.001012	-0.002083	0.002481	0.000608	0.002864
724	0.835880	0.002752	0.545679	0.007058	0.301563	0.009924	0.142284	0.009601	0.058372	0.005577	0.025675	0.002664	0.010629	0.001930	0.000772	0.002018	-0.004128	0.001485	-0.000116	0.001866	0.000270	0.002670
725	0.835127	0.001981	0.546026	0.006323	0.300617	0.009132	0.138754	0.009614	0.053434	0.006505	0.020930	0.003902	0.008468	0.002195	0.001543	0.002486	0.004379	0.002393	0.003646	0.002148	-0.000347	0.002699
726	0.831636	0.003064	0.535783	0.007133	0.289873	0.009438	0.134529	0.006843	0.056674	0.004647	0.019908	0.003026	0.005864	0.002678	0.003665	0.001386	0.002083	0.001959	-0.001331	0.002098	0.000376	0.003522
727	0.828222	0.003773	0.532890	0.008299	0.291088	0.010025	0.140779	0.008268	0.065683	0.005962	0.029977	0.005012	0.014718	0.002417	0.004456	0.001223	-0.001408	0.002711	-0.004360	0.003455	0.000347	0.002418
728	0.830883	0.003064	0.535070	0.007348	0.294290	0.010720	0.144251	0.008400	0.065586	0.007302	0.029514	0.002995	0.009664	0.003580	0.000926	0.002740	0.006018	0.001403	-0.002585	0.001030	-0.000366	0.003335
729	0.831211	0.003275	0.540123	0.007911	0.298515	0.009431	0.147145	0.008500	0.064815	0.006190	0.023341	0.001786	0.010552	0.001069	0.004977	0.002195	0.000232	0.001012	0.000154	0.001479	-0.001090	0.002936
730	0.834221	0.002239	0.543268	0.005644	0.297685	0.005991	0.144734	0.005287	0.060416	0.003458	0.021624	0.003143	0.005517	0.001772	0.002411	0.002469	0.001312	0.001525	-0.003048	0.002432	-0.001871	0.003299
731	0.834799	0.001124	0.544290	0.002879	0.303299	0.003174	0.143808	0.003602	0.059394	0.003173	0.026948	0.002485	0.009105	0.003516	0.004823	0.003023	0.000714	0.003075	-0.000560	0.003615	-0.001119	0.002801
732	0.835822	0.001413	0.544194	0.004922	0.301505	0.007194	0.144695	0.006080	0.057909	0.005641	0.019367	0.002288	0.006713	0.003664	0.000463	0.003055	0.002778	0.002426	0.000714	0.001956	0.001427	0.001378
733	0.833160	0.002655	0.538291	0.006681	0.295351	0.007442	0.137828	0.008360	0.055266	0.005705	0.016763	0.002715	0.006482	0.002348	-0.000656	0.003807	-0.000135	0.002040	0.003202	0.002421	-0.000193	0.002161
734	0.831501	0.002246	0.538715	0.006522	0.295409	0.009799	0.141088	0.011105	0.062346	0.008249	0.024016	0.003177	0.010243	0.003331	0.005671	0.002164	0.001910	0.002757	-0.000752	0.001393	-0.001678	0.001875
735	0.828704	0.002493	0.529996	0.005956	0.285571	0.006558	0.133218	0.007863	0.062288	0.004365	0.019406	0.003368	0.003916	0.001593	0.002604	0.002341	0.004572	0.002717	0.002836	0.002196	-0.000723	0.002896
736	0.830440	0.001947	0.535937	0.006538	0.294888	0.009295	0.142593	0.008567	0.061015	0.005821	0.025907	0.002974	0.009028	0.005133	0.001968	0.001953	-0.000212	0.002596	0.000347	0.001897	-0.000579	0.002436
737	0.827951	0.002239	0.527932	0.006674	0.279244	0.008618	0.131347	0.008588	0.055999	0.004833	0.020525	0.004140	0.008931	0.001977	0.000058	0.002853	-0.000231	0.002839	-0.003607	0.001283	-0.002257	0.001846
738	0.824807	0.002849	0.525116	0.006985	0.280073	0.010444	0.129533	0.009140	0.053781	0.005826	0.018249	0.001735	0.005768	0.002737	0.005594	0.002664	-0.000174	0.002227	-0.004263	0.001844	-0.001292	0.001353
739	0.826524	0.003999	0.526389	0.008689	0.278742	0.009718	0.130054	0.006847	0.054668	0.003104	0.021181	0.001576	0.010976	0.002487	0.007118	0.002713	0.000212	0.002256	-0.002430	0.002512	-0.001803	0.001704
740	0.826022	0.004795	0.523630	0.011838	0.278279	0.013249	0.123592	0.010645	0.052566	0.005499	0.021374	0.003377	0.008141	0.002937	0.004649	0.002379	-0.000174	0.001470	0.004340	0.001408	-0.001186	0.001656
741	0.826505	0.003706	0.524518	0.009101	0.279109	0.009050	0.127797	0.007702	0.047492	0.006081	0.019715	0.004590	0.008082	0.002740	0.000540	0.000917	0.001138	0.001861	-0.000077	0.000799	0.000222	0.001566
742	0.828511	0.002041	0.526042	0.004991	0.283295	0.004556	0.129051	0.004570	0.052527	0.005893	0.018827	0.004436	0.012211	0.003279	0.009491	0.002757	0.000174	0.000973	0.001370	0.001436	0.001543	0.002355
743	0.830787	0.002316	0.529070	0.004693	0.279938	0.005690	0.126312	0.006536	0.049923	0.004524	0.020023	0.001988	0.008719	0.002640	0.001890	0.001313	-0.001987	0.003386	0.000945	0.003064	0.000936	0.002442
744	0.830748	0.002541	0.531462	0.006828	0.280671	0.007881	0.129186	0.007560	0.053376	0.005612	0.021508	0.003132	0.007465	0.002698	0.005170	0.002536	0.003337	0.001508	-0.000367	0.002987	-0.000145	0.001674
745	0.829958	0.002986	0.530247	0.008235	0.281404	0.010563	0.129938	0.008635	0.053241	0.004933	0.021123	0.003966	0.010745	0.002545	0.000984	0.002970	0.002025	0.001191	0.003048	0.001914	0.000656	0.001875
746	0.829687	0.002868	0.532215	0.006812	0.287905	0.007900	0.133893	0.006805	0.054668	0.004255	0.020583	0.002407	0.006443	0.001304	0.003125	0.000766	-0.002489	0.002064	0.001543	0.001967	0.000366	0.002754
747	0.830131	0.002238	0.529070	0.005485	0.280517	0.009811	0.130228	0.009079	0.052874	0.004164	0.015741	0.002180	-0.001061	0.001224	0.001852	0.001509	-0.001061	0.001728	-0.000019	0.004015	-0.000887	0.001364
748	0.829726	0.002913	0.532311	0.008173	0.285532	0.009836	0.129032	0.008989	0.052932	0.005260	0.019753	0.003001	0.004417	0.002166	-0.000984	0.002791	-0.001601	0.001322	0.003897	0.000995	0.000434	0.001618
749	0.829668	0.002735	0.532253	0.007986	0.291069	0.009787	0.140065	0.007339	0.058546	0.004448	0.019850	0.003874	0.006366	0.003676	0.000039	0.002657	-0.001775	0.005560	0.001794	0.002812	-0.001968	0.002213
750	0.833198	0.002420	0.537326	0.007038	0.291435	0.009257	0.137924	0.007582	0.058295	0.004357	0.022184	0.003651	0.005035	0.002169	0.002855	0.002269	-0.000772	0.001355	-0.001813	0.002085	-0.002006	0.002980
751	0.832427	0.002412	0.536092	0.007512	0.291744	0.008718	0.141126	0.008011	0.061034	0.005005	0.025154	0.004583	0.007369	0.004809	-0.001022	0.001690	-0.001447	0.001761	0.002025	0.001452	-0.002334	0.002616
752	0.830594	0.002811	0.535089	0.006349	0.288658	0.009780	0.138156	0.011485	0.062346	0.008169	0.027662	0.003722	0.012095	0.002852	0.008276	0.002540	0.001505	0.001636	0.003800	0.001628	-0.000858	0.002298
753	0.831443	0.003542	0.532369	0.010480	0.285745	0.012721	0.136863	0.008722	0.059201	0.005720	0.025366	0.004800	0.010397	0.002850	0.007388	0.001796	-0.000193	0.002034	-0.002103	0.001925	-0.000878	0.002146
754	0.829610	0.002280	0.527392	0.006193	0.279051	0.007172	0.120447	0.006167	0.041377	0.003406	0.014718	0.002812	0.004572	0.002171	0.001890	0.001816	0.006057	0.001699	0.001003	0.001658	-0.001871	0.001496
755	0.825887	0.003360	0.525405	0.008095	0.277662	0.010215	0.124035	0.007410	0.052469	0.002468	0.019174	0.003037	0.005401	0.003120	0.001832	0.002724	-0.000425	0.002105	0.000193	0.001221	-0.003231	0.002282
